HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Three Bedrooms,29.735529,-95.41405,-10621443.460523944,3469599.660216296,4908,77098,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,350277,344413,338245,327068,321668,316993,316454,314154,314686,312972,311298,312633,317844,324783,331967,338164,338855,341975,342205,345259,345737,350234,356299,357980,353920,349417,347168,349180,349678,348376,343568,341275,339652,340116,340092,341234,343028,344463,348496,352756,359537,364298,371673,377033,380451,381471,382425,384426,387985,390509,389334,384524,379339,377532,378202,378642,380275,379369,380486,381411,381266,380076,378862,380244,383625,384750,383431,379683,378235,380234,382887,384908,386460,386633,387006,387025,384906,384956,383042,385073,384140,384571,382743,381246,379640,379186,379038,378481,377416,376162,376368,376893,377781,377439,377665,377778,378893,381198,384325,387257,391680,393994,396885,397149,398385,398955,399587,401228,402436,404100,404305,404632,403830,404063,404451,405012,406264,407154,410013,411089,413396,414046,415858,416932,418112,419691,421493,424456,426464,428958,429914,431693,432543,433178,433151,433496,434542,435173,435011,434772,434551,433923,433072,432510,431314,429930,428981,428398,427962,427840,428252,429495,430426,432863,433484,433816,433712,434888,434782,435265,435773,437620,439542,439466,438594,435618,435147,434746,434741,434373,435810,436912,437149,434883,431531,428289,427232,427459,428954,429216,429521,428939,427162,426184,425119,426056,426611,427699,427455,427685,425628,425294,424955,426343,427955,429090,431388,433084,436491,440001,443936,446993,451360,455712,461237,466492,474511,482580,490216,495625,501222,505771,510482,515162,520601,525913,532342,538952,541801,543529,544900,550711,556772,565904,575396,584794,591521,597442,599119,599715,601905,606328,610482,612086,612497,611845,609033,606633,603722,602038,602699,603354,602706,599930,598455,597477,596908,594594,593488,592336,593998,595070,594582,594154,594360,595832,595915,596262,596800,598344,599938,601307,602664,603583,605045,605940,607277,609166,611979,614150,614243,612836,611371,610939,610976,611609,614704,617322,617897,616399,615489,615876,617472,619500,621216,622171,619422,616962,613543,613225,614154,615240,615999,616339,617002,618185,619922,622202,627419,632731,638047
Four Bedrooms,29.735529,-95.41405,-10621443.460523944,3469599.660216296,4908,77098,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,563014,562380,565065,566476,569563,570055,575641,575470,575016,570572,570231,573868,583058,593730,596826,596830,594698,598999,597616,603647,609092,618447,625194,623216,616735,606325,602142,602073,605133,603695,599024,592847,590621,591426,586873,585196,576567,574914,574653,581604,581061,580353,581266,586478,584801,581572,579455,580543,585137,587016,586150,581267,579101,580522,580942,578039,577580,576418,578534,577374,576948,575250,573313,572275,574492,575338,576303,574733,575141,576564,578559,579102,579282,578770,580700,581863,580720,580524,580843,585145,587864,590719,590870,593089,594921,596389,594956,594390,594038,595278,594250,592721,590226,589099,589801,591342,593497,598485,604923,609472,614050,614179,618141,619690,622244,622851,622650,623186,623880,625542,626967,629161,629689,632441,633714,635189,636964,638133,641955,643131,646409,646643,648908,649481,651849,652302,653622,655678,658422,662484,664567,668353,670629,672509,671222,670244,670526,672870,674212,676987,679323,680851,681248,682012,680135,678067,676601,678892,679784,680866,680784,682504,683578,685808,684158,680424,678631,679837,680283,678493,676794,677393,680476,680052,677733,673740,675536,678529,679950,679381,681734,684592,686576,684258,678933,673729,672366,672867,674548,674255,673844,672477,668776,667475,666683,668620,670811,674061,675578,677043,673175,672604,673588,677554,681435,681819,684549,686938,692892,695795,698393,698125,703713,708960,716464,723567,735629,749644,762244,771426,778155,784787,792210,803228,814669,824825,831987,839002,840297,842323,842792,849282,857676,872398,886609,898503,904915,912355,919489,925084,933409,939795,947029,949597,950557,950512,950427,951476,950692,949230,950939,953424,954307,953161,953861,956405,959324,958142,956868,955048,958865,963277,964612,965496,966201,968314,968156,968240,967655,966732,965871,965637,965251,964482,964454,964721,964986,968014,971748,974905,976901,980363,984179,986535,986839,986717,989898,992182,993012,990335,989745,991574,994199,997085,996152,998941,1001210,1003764,1001226,999108,1001130,1004246,1006245,1007079,1008567,1009888,1014501,1017465,1022324,1027887,1036407
Five Bedrooms And More,29.735529,-95.41405,-10621443.460523944,3469599.660216296,4908,77098,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,648277,646387,649595,651691,652288,649059,649969,649065,650839,647257,647882,648690,653830,660934,656293,650960,645593,650088,649646,653920,654317,658860,663083,664856,665156,660142,666057,673758,687245,693445,693856,689010,688837,696942,696376,696552,689028,692602,698359,702697,701794,700127,711633,725780,728207,723762,719298,724634,732257,737312,734003,734119,734554,738946,733288,728246,729762,732113,739457,739257,739123,735145,733041,731939,734436,734637,736377,734557,736858,739041,740592,741407,744373,748321,750931,751257,748193,749621,751224,758690,763199,769614,772271,773392,773534,771722,772600,773226,774198,774349,772813,769069,763528,760099,761291,766156,769469,775829,780900,785777,791499,793773,799679,803634,807717,807996,806736,805972,808590,811226,814104,815867,816645,819571,823310,824878,828660,829098,832988,833209,835273,837600,841288,844098,847564,847722,846989,849765,853371,860791,865527,872978,879654,881501,880360,879500,880665,886138,888860,892254,894325,897639,898272,897940,890073,884735,882913,885240,886318,885587,886141,888531,888363,889180,885400,882177,883788,889792,891523,890140,886432,886113,887942,888794,887334,881724,883751,887334,889690,888658,890310,893382,896712,896993,892924,884599,881738,883092,886507,885689,883005,879153,874202,872526,871819,873533,875385,880376,883578,887477,883725,883481,885199,890072,896155,896999,901307,902663,909411,911220,912749,909389,915227,923208,935632,947707,964370,982541,1000838,1015440,1027319,1041304,1056752,1076422,1092005,1105880,1115884,1125944,1127977,1131838,1131144,1139344,1150930,1169974,1188424,1204233,1216579,1228559,1237182,1245091,1257116,1269967,1281135,1288096,1289936,1293546,1297358,1303836,1305932,1305161,1309018,1313404,1314811,1313597,1317004,1322257,1327486,1326062,1324594,1320288,1323404,1327729,1333339,1337711,1343342,1345825,1346040,1345215,1343939,1337340,1331311,1327218,1327485,1327320,1326148,1324854,1324541,1328146,1334214,1338669,1345642,1354310,1362640,1367779,1366984,1367695,1369354,1371666,1370603,1367791,1367160,1370093,1373071,1376965,1375534,1378894,1384774,1391463,1393602,1394148,1400087,1406846,1411677,1415379,1418636,1422341,1430969,1437876,1445389,1452325,1463340
Condominium and Co-operative Homes,29.735529,-95.41405,-10621443.460523944,3469599.660216296,4908,77098,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,179752,182251,182861,183603,183098,182061,181434,181274,182055,184609,186695,188765,190060,187958,186411,185155,185851,187428,189409,191051,192006,190039,189105,187594,187963,191495,195016,198983,202764,206284,208234,209647,209818,210790,210872,213244,215022,214666,214420,216388,217667,218341,217745,216637,215422,214370,214291,211729,207974,205722,205819,205354,205919,204039,204016,202509,202976,202185,203672,206717,210783,212272,211996,211381,210938,212162,213215,214479,215001,216661,216903,216328,215190,215920,216102,216889,217358,218970,219327,221267,222789,224531,224213,224219,223701,223352,222770,222306,221802,221732,222641,223947,224606,224819,225905,226958,228203,229258,232039,234158,236545,237049,238288,236880,236756,236230,237097,237795,238457,239309,238969,239096,237793,236590,234354,235826,237370,239346,239956,239855,241429,241657,242849,242254,243294,243430,244204,242458,241285,241018,241494,242689,242062,242494,242053,242687,241963,243888,245158,246821,246193,244113,242508,241997,241623,240803,239246,238856,239273,238631,238675,239051,240947,243869,244947,244528,243285,242790,243524,243910,244838,245891,246749,246386,244997,242963,243489,244113,246200,247882,250210,250804,249656,247239,245721,245333,246942,248062,248646,248744,248062,246740,243706,242952,243165,245115,245568,245801,244883,244722,243792,243863,244530,246290,248582,250316,252746,254702,257248,260671,264091,267415,270100,273747,277619,281704,286819,291584,296273,300075,304058,306715,309446,313233,317816,320268,321400,322144,322966,324287,325009,326935,329362,333601,337455,339935,342092,345579,350787,354996,359102,361958,365227,367220,367684,367207,367169,367916,367615,367180,366304,366458,365123,363869,362851,362853,364012,361394,358332,355011,356293,357255,357428,357626,358210,358138,356274,354477,352625,355394,358295,361254,360304,359516,358863,357628,357353,360000,364335,366782,367864,367773,368812,369290,370075,370706,372757,374741,374652,372787,371156,372303,374699,376107,375988,374900,374352,374417,373901,373866,375084,376352,377163,376962,376677,377054,378249,380661,383418,385971,388492
Single-family Residences,29.735529,-95.41405,-10621443.460523944,3469599.660216296,4908,77098,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,426475,425209,421274,413143,408419,402799,401942,397372,396014,391737,387051,385498,386993,386091,386941,388001,388137,389712,388174,390476,389380,392034,396514,396952,392242,389576,383389,381941,376201,373380,365787,361102,358072,357168,355484,353457,352783,352237,358885,365602,372851,375872,382192,387848,389771,389778,389386,391529,396202,400348,400795,395675,390962,389620,389982,389237,390459,389019,389547,389586,389082,387561,385163,386042,389234,389978,389039,385876,384951,387297,390048,392513,393448,393587,394265,395167,393529,393934,392288,393912,392922,393295,392490,391352,390782,390603,391159,390741,389244,387485,387395,388453,389815,389662,389732,389963,390960,393331,396001,398618,404130,407941,411770,411810,412364,412888,413082,414585,415525,417372,417964,418612,417249,416754,417071,418035,419843,420587,423796,424981,427467,427810,429296,430233,431286,432491,433624,436196,437974,440331,441051,442846,444393,445538,445791,445942,447088,448097,448178,448009,447879,447781,447186,446643,445323,444232,444037,444083,444209,444121,444523,446001,447614,450330,450937,451071,449831,449914,448383,448373,448560,450451,452544,452380,450767,447486,447058,447085,447855,447760,449175,449773,449306,446922,443451,440503,439538,439973,441509,441577,441080,440030,438425,438226,437587,438419,438838,439655,439462,439188,436819,436154,436365,438601,441038,442348,445171,447173,451342,454887,458687,461512,466154,471371,477776,483599,492272,500768,509321,515748,522135,527853,534255,540980,547973,553779,562218,570704,574876,577343,579005,585523,591641,601771,612372,623392,631000,638439,638028,636624,636989,641971,646643,647862,648309,647479,643880,640219,636195,633717,635159,636630,636597,633028,630760,630070,629927,627456,626344,625243,627477,628743,628110,627657,627737,629378,629521,629655,629799,630850,631844,632954,634627,636110,638056,639149,640696,643022,646241,648998,650287,650088,649643,649427,650264,651540,655362,657956,659390,658616,658618,659647,661533,664393,666122,668107,663865,660396,655639,655834,656666,657285,657540,657593,658086,658804,660855,663069,669750,676307,683205
One Bedroom,29.55283,-95.10265,-10586778.571090918,3446198.842320484,5014,77058,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,58099,57655,57169,56423,56138,56021,55847,55420,55085,54853,54754,54756,54713,54986,55397,55711,55218,54817,54517,54479,54239,54255,54537,54931,55413,55444,55509,55568,56209,56434,56927,57712,58934,59937,60240,60119,59817,59869,60096,60667,61064,61661,61740,61907,61629,60648,59816,59315,59489,59494,59527,59173,59216,59245,60085,60141,60483,60717,61287,61800,61998,62283,61983,61830,60955,60296,59142,58908,58624,59030,59090,59105,59250,59710,60526,61537,62536,62912,63139,62453,62045,61411,61466,61182,60262,58892,58267,57838,57657,57872,57810,58454,58542,58825,58911,59119,59849,60572,60654,59788,58993,58296,58369,58165,58280,58622,58245,58281,57790,57980,58098,58864,59658,60615,61597,62479,62811,62613,62861,63245,64106,64440,64533,64795,64902,64478,63700,62996,63247,63421,63837,63720,63607,63145,62886,62342,62034,61782,61224,60587,59603,58984,58336,58086,57841,57538,57232,57014,56736,56576,56463,56568,56521,56414,56006,55271,54647,54551,54463,54339,54132,54085,54153,54048,54065,53878,54146,54218,54239,53860,53792,53594,53526,52979,52568,51793,51420,51135,50941,51063,50881,50742,50023,49684,49051,49156,48866,49138,48731,48472,47809,47205,46696,46398,46572,46516,46576,46168,46303,46677,47268,47803,47762,47660,47654,47896,48156,48517,48985,49390,49715,49517,49473,49348,50151,50887,51654,52133,52312,52560,52766,53316,53543,53845,54103,54338,54480,54821,55156,55469,55782,56170,56640,56960,57259,57663,58126,58861,59102,59173,59467,59881,60402,60341,60423,60586,61212,61828,62334,62670,63321,64074,64469,64798,65091,65923,66502,67225,67832,68360,68812,69147,69753,70410,71184,71837,72839,73865,75075,75449,75471,75379,75653,76099,76344,76594,76924,77379,77404,77239,76933,77181,77378,77828,77846,78368,78939,79579,79683,79589,79784,80194,80693,81171,81912,82567,83446,83919,84437,84947,85908
Two Bedrooms,29.55283,-95.10265,-10586778.571090918,3446198.842320484,5014,77058,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,67197,67048,66813,66508,66398,66507,66429,66425,66238,66215,66262,66345,66328,66124,66131,66154,65817,65145,64787,64321,64144,63898,63802,63884,64086,64528,65063,65502,66202,66845,67559,68332,69149,69729,70038,69972,69993,70227,70129,70155,70047,70454,70494,70580,70516,70651,70619,70695,70744,70683,70731,70853,71040,71067,71159,71306,71358,71185,71266,71522,71648,71591,71285,70842,70490,70134,70073,69787,69765,69968,70226,70152,70178,70232,70684,71168,71666,72106,72174,72434,72675,72966,73112,73385,73623,73615,73220,73175,73121,73285,73239,73373,73343,73251,73380,73472,73628,74109,75292,75800,76036,75919,76698,77324,77748,78199,78189,78597,78918,79511,79476,79607,79969,80395,80434,80245,80414,80339,80546,80450,80656,80689,80960,81407,81921,82211,82470,82770,83297,84018,84776,85400,85700,85864,86099,86364,86562,86995,86975,87288,87247,87592,88025,88718,89249,89265,89050,88703,88210,87710,87593,87887,88206,88210,87404,86441,85799,85992,86163,86536,87061,87909,88806,89098,89100,88643,88883,89084,89071,88644,88664,88668,88433,87505,86497,85104,84493,84241,84507,84369,83943,83374,82130,81066,80306,80165,79896,79511,78517,77702,76567,76143,75702,75557,75552,75477,75272,75029,75032,75548,76210,76574,76614,76332,76808,77473,78342,78799,79238,79613,79945,80179,80267,80525,81057,81653,81952,81974,82136,82501,82811,83085,83372,84058,84687,85226,85531,86153,86594,87088,87558,88241,88988,89504,89802,89936,90450,91422,92093,92396,92896,93359,93642,93586,93998,94583,95610,96129,96718,96822,97875,98953,99812,100653,101693,103147,104017,104929,105536,106672,107554,108605,109048,109664,110319,111301,112232,113321,114549,115906,117226,118321,119226,119882,120501,121188,122427,123415,124088,124202,124638,125190,125752,126080,125857,126023,126289,126731,126658,126642,127165,127820,128357,128804,129402,130269,131809,133250,134856,136386,138185
Three Bedrooms,29.55283,-95.10265,-10586778.571090918,3446198.842320484,5014,77058,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,121745,121709,121660,121722,121751,121870,121887,122134,122103,122138,122118,122515,122442,122350,122089,122086,121971,121810,121720,121462,121626,121798,122244,122156,122699,123064,123629,123643,124034,124393,124853,125049,125323,125593,125539,125448,125441,126125,127210,128303,129144,129730,130433,131277,131807,132049,132458,132948,133339,133354,133043,132960,132651,132832,132624,132731,132927,133352,133677,134385,134864,135152,134770,134479,134412,134265,134387,134187,134227,133988,134168,133571,133261,132758,133119,133534,134190,134840,135178,135455,135358,135537,135272,135671,135905,136130,135647,135180,134707,134748,134571,134883,135276,136235,137246,137899,138307,139672,141872,143975,145450,145487,146538,147183,148438,148881,149159,150004,150988,151585,151451,151126,151151,152254,153030,153636,153321,152937,153411,153301,153881,153844,154725,154900,155146,154734,154462,154515,155268,156346,156615,156851,156800,157052,156636,156949,157597,158877,159546,160269,160655,161327,162105,163284,163456,163076,162421,162312,161924,161312,160926,160641,160635,160305,159698,158812,158670,159367,160201,160516,160894,161588,162435,162845,162620,162164,162124,162185,162151,161981,162300,162833,162947,162246,160971,159367,158478,157879,157996,157778,157252,156205,154775,153621,152843,152585,152500,152630,152554,152584,151695,151208,151011,151571,152115,152298,152476,152787,153323,154217,154761,155035,155616,156294,157177,157601,158436,159341,160057,160249,160632,161180,162084,163237,164214,165004,165441,166033,166265,166469,166838,167956,169326,170800,172419,173598,174534,175375,176589,177798,179390,181186,182864,183984,184242,184668,184646,185312,185812,186661,187649,188600,189023,188785,188776,189094,190102,190006,190227,190132,191341,192202,192542,192811,193736,194970,196438,197609,198866,200340,201671,202932,203538,204537,205770,207456,208726,210557,211771,213123,213953,215448,217051,218405,219251,220061,221514,222406,222712,222134,222385,222965,223526,223458,222715,222595,223125,223733,223697,223578,224385,225609,226557,227350,228497,229916,231975,233874,235807,237829,240223
Four Bedrooms,29.55283,-95.10265,-10586778.571090918,3446198.842320484,5014,77058,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,143085,143512,144070,144623,145201,145853,146562,147115,147374,147961,148061,147390,145857,145094,144989,145969,146341,145937,145219,144690,144890,145106,146324,148456,151829,153536,153799,153016,153252,154929,157007,159165,160827,161940,162300,162925,163533,165436,167987,170896,173459,174945,176532,178052,179374,179843,180259,180426,180417,179752,178461,177723,176267,175675,174521,173615,172910,172819,173600,173993,173930,173287,172654,171682,171779,171730,172347,172297,172509,172817,172856,172867,172666,173321,174290,175722,176478,177140,177820,179141,180396,181040,181287,181811,182933,183354,183578,183544,183706,184029,182979,182394,182127,183664,185054,185764,186463,188198,190748,192662,194277,194137,195827,196852,198535,198238,197978,198437,199092,199606,199449,199677,199861,202614,204504,205787,204386,204385,205673,206482,206758,205710,206040,205986,206453,204876,203878,203430,204464,204078,202709,202665,203539,205551,205723,205639,205455,206354,206851,207665,208991,211774,214200,215416,214417,212789,211234,211087,211052,211186,211156,210628,209745,208267,207253,205578,205683,205729,206850,207466,208155,208502,208949,209414,209638,209365,209535,210710,211444,212523,213296,214092,213735,212755,211198,210499,210075,210055,209292,208186,206716,205034,203058,201302,200405,200187,200401,199814,199376,198951,197957,197153,196788,197145,197304,196972,196862,196835,196826,196548,195967,195890,197392,198761,200101,200547,202163,204259,206886,208971,211359,214177,217409,220098,221957,223189,224024,225448,226015,226921,226454,227281,228134,229314,230232,230407,230619,231983,234079,236605,239297,241623,244296,245827,247016,247759,247759,249170,250347,251729,253090,254373,255476,255243,255333,255652,256417,257664,259866,261856,263980,265330,266301,266848,267581,269243,270908,272648,273794,275109,276085,277380,278483,280151,281660,283286,284760,287167,289299,291128,293144,295187,297756,298665,299668,300162,301647,301908,301259,299490,298967,299317,300424,300817,299595,299034,298701,299248,298669,298757,300086,301782,302818,303478,303773,304746,306965,309658,312421,314923,318135
Five Bedrooms And More,29.55283,-95.10265,-10586778.571090918,3446198.842320484,5014,77058,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,225314,223902,223019,220944,220316,219629,219610,218713,219297,219404,218995,217690,217105,218585,219879,221039,220376,220028,218960,218929,217421,217272,218377,219971,219927,217050,214867,214095,213748,213195,212616,212027,211425,210621,209799,210307,211974,214959,217309,219009,220601,222923,225647,230057,233373,235022,235047,235149,235487,235974,236045,235431,233732,232273,231545,230516,229505,229003,229898,230630,231750,232367,232955,233862,236339,239131,240251,239376,238861,239581,240213,240706,239556,238508,236120,234756,233111,231294,229110,227990,228213,229493,230056,230062,230075,229853,231570,233161,235590,237979,240322,242770,244212,244393,243976,244098,245049,247559,249878,252552,252671,252151,253939,256705,259137,258890,260225,262464,265784,268183,270465,270180,271278,271826,272209,271330,271064,273520,276581,278189,279373,278723,278151,278895,280489,282010,282850,283137,283700,282975,281036,279865,278627,279521,279864,280233,278727,279358,278832,279707,279153,280499,282034,283969,283798,282856,281051,281333,282099,281748,281119,279910,279921,279322,278534,276875,276331,275442,275534,272770,272291,271879,273476,274770,275771,276421,276407,275819,275539,276745,278712,282119,282742,283390,282579,281688,280217,278035,277916,278886,280352,279929,277440,274757,273231,271685,269605,267980,267722,268816,267805,266196,264037,263479,264982,265993,267067,268132,270545,273346,275127,276365,278263,280563,283381,285139,287365,290045,293194,294986,296928,297496,298205,298650,300096,302266,303927,306167,305941,306798,306411,308276,309235,311945,315372,318609,320668,321442,321985,321987,324678,326184,328441,328885,329653,329200,327449,326142,325420,325731,327213,329536,329842,329463,328986,329438,330885,332178,334445,336162,338910,341202,341988,341716,341659,343177,344981,347307,347246,348301,349101,351346,351322,351228,352465,355024,358228,361109,363985,366390,369674,372702,375533,377336,378229,379469,381220,382951,382517,380725,380175,380861,381456,379982,377903,375832,376811,377991,379071,378910,380671,383125,384763,385711,386900,389695,393259,397255,399984,402651,405153
