HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Single-family Residences,30.216108,-97.85828,-10893533.899505587,3531358.8680042266,2172,78749,TX,Austin,Austin-Round Rock,Travis County,224073,222545,220750,218001,217296,218497,218638,217928,216366,216939,217709,219169,220341,221860,222923,223670,221214,217532,214855,215237,217402,215775,213239,209305,206698,203742,203378,204332,206809,207523,209093,207346,204412,203225,203829,205508,205842,207578,208428,207958,206282,204900,203387,203412,204709,206074,206788,207436,208743,209526,209665,209411,209206,209805,210207,211122,211275,211378,211166,211326,211321,211103,210886,211229,212025,212652,213281,213468,213500,213465,213649,213488,213384,213065,213096,213100,212918,212899,212709,212466,212505,212536,212799,212693,212650,212623,212729,212640,212787,212592,212616,212583,212262,211921,211385,211379,211769,212603,213430,214040,214623,215024,215659,216161,217388,218389,219567,220316,220620,220608,220648,220889,220794,220937,220810,220921,220388,220189,220037,220255,220608,221222,221600,221997,222408,223338,224555,225873,226995,227730,228538,229346,230371,231171,231902,232933,234457,236007,237306,238468,239891,241661,243534,245127,245923,245992,246270,246396,246132,245049,244057,243186,242751,241968,239884,237857,236723,236556,235908,234857,234200,234141,234317,234417,234160,234116,235400,236481,236637,236487,236885,237413,237687,237419,237061,236042,235304,234888,234362,233975,233793,233648,233103,232810,232336,232364,232271,233354,234147,234605,234796,235202,236386,237596,239160,240448,242117,243793,245423,246799,248325,249971,251285,253294,255195,257918,260753,264526,267992,271006,274090,276914,280028,283120,287037,289973,292743,294509,296582,298332,300905,303928,306266,308248,310029,312056,313908,315308,316656,318394,319770,320765,321163,321987,324425,327716,330420,331994,332937,335430,338654,341410,343746,345729,347951,349475,350562,350749,351778,353701,356711,358559,358987,359671,361185,363429,365166,366377,366942,367477,368500,369687,370888,371530,372477,373279,374223,374653,375730,377892,380372,383249,384108,385928,386135,388385,390696,394282,395533,396377,396494,398362,400158,401923,403554,403984,404849,406104,408508,411116,414827,419185,424365,428233,432646,437439,443855,451348,460053,468252,476227
Two Bedrooms,30.494623,-97.75687,-10882244.989944242,3567288.785436363,2661,78717,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194445,190808,188698,184539,181813,179541,177585,176585,175694,176033,176745,178712,180785,184073,187181,189756,191581,193301,195597,197815,200248,202326,204647,205748,206985,207311,207566,207682,207845,207673,206828,204850,203616,201091,198255,194723,191041,189665,187997,187343,186001,186372,186958,187411,187113,186405,185627,185737,187029,187523,186767,185855,185116,184400,184159,184691,185106,185121,185716,186040,184647,181899,180977,180250,180195,178168,176527,174145,172588,172114,171860,171454,172165,172880,173255,172786,171899,171714,170854,171101,171784,172377,172759,172675,172297,172338,172876,174017,175391,177014,180067,182364,183559,183835,184232,185899,187768,189737,190771,191783,192788,194074,194272,195681,197569,200269,202350,204041,205319,206719,207602,208605,209819,211257,212294,212027,212245,213611,215716,217012,217415,217133,218508,220209,221716,222277,223304,224850,226134,226046,225896,225845,227368,229486,231137,232181,232758,233464,234107,234845,235453,235859,236264,237303,238093,238488,238056,238242,239487,241409,242488,242527,242682,243801,244661,245361,245602,246282,247243,247731,247740,247134,247965,249959,251846,253108,254228,255723,257327,259050,259921,260551,260345,261428,262667,264108,265705,267045,268895,270649,272798,274930,278042,281760,286503,290733,294626
Three Bedrooms,30.494623,-97.75687,-10882244.989944242,3567288.785436363,2661,78717,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206339,206873,207251,208102,208793,209240,209467,208574,207825,207066,207919,208468,209030,208547,208282,207819,207751,208347,209065,211149,212922,214867,214999,214949,214601,214955,215259,215761,215935,215293,214767,214416,214243,213769,212554,212336,212524,213699,214402,214886,215219,215781,216510,217075,217607,217993,218550,218793,219176,219044,219214,219571,220277,221575,222321,223062,222948,222914,222072,221418,220411,220031,219676,219097,218565,217213,216148,214992,214082,213132,213129,213615,214768,215252,215404,215427,215443,215763,216414,216398,216340,216222,216640,215979,214443,212713,211589,211017,209776,208469,206657,206194,206658,207166,206303,205839,205983,207283,208051,208350,209012,209719,210831,211569,211909,212459,213637,214855,215861,216061,216688,217582,218913,221621,223574,225398,226146,227656,229333,231481,233670,235981,238262,240614,242987,243697,246011,248623,252385,254839,257255,259466,261790,263437,264616,266084,267848,270130,271121,272051,273678,276001,277911,278868,279597,281839,284682,286818,288179,289909,292488,294652,295651,296396,297437,299714,302271,304565,306247,307907,309262,310294,310884,311747,312798,314427,316257,317462,318066,317308,317544,318836,321052,322389,322509,322924,323890,324651,325273,325332,325468,326260,327149,327632,327503,328337,331078,333477,334468,335422,337017,339793,342640,345019,346510,347245,348646,350929,352835,354991,357917,361201,364345,367289,370623,374688,379663,385707,391842,397465
Four Bedrooms,30.494623,-97.75687,-10882244.989944242,3567288.785436363,2661,78717,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218583,218149,218773,220838,224358,227835,230720,232990,235923,238577,241416,243358,245721,249997,254131,256660,256736,257410,258645,260876,262012,263710,264881,266431,266840,266107,266100,266294,266958,266454,266889,266949,267068,266894,267024,268630,270492,273019,274034,275367,276279,277605,277954,278697,279474,279970,280502,280498,281183,280790,280738,280123,280051,280180,279750,279014,277759,277374,276323,275611,273718,272296,271241,270699,270443,269025,268288,267275,266346,264929,264600,264741,266185,267513,268301,268307,267941,268290,269144,269294,269710,269953,271137,270909,269496,267208,265506,264948,263832,262558,260116,259338,259983,260899,260006,259587,259869,262023,263692,264631,265741,266614,268192,269529,269751,270481,271608,273374,274989,275272,276034,276865,278652,282246,285164,287821,289381,291416,294118,297129,300332,303414,306309,309133,311759,312346,314979,317860,322190,324904,327170,329122,331150,333116,334731,337128,339832,342967,344054,344950,346497,348933,350883,351292,351437,353255,356032,357874,358940,360606,363231,365469,366538,367432,368805,372236,375849,378782,380327,381657,382544,382760,383026,383454,384345,385727,387354,388140,387791,386147,385956,387408,389626,390963,391217,391888,393172,394058,394965,394556,394705,395334,397192,398508,399367,401370,404548,407428,407682,408272,410047,412954,416310,418899,419237,418765,419129,422186,424828,427721,431798,436109,439781,443703,447582,452557,458935,466426,473880,479311
Five Bedrooms And More,30.494623,-97.75687,-10882244.989944242,3567288.785436363,2661,78717,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300290,301256,303342,307195,311834,315211,319337,322762,326600,328638,331667,335065,337915,340976,341800,342487,340795,340442,338039,336582,334391,334636,333231,331493,330777,330595,331837,332652,334459,336920,339794,342617,344804,346910,348789,350201,350873,351908,353735,355031,356732,356743,357831,356989,356506,355187,354381,352683,349885,346467,343025,340612,337779,335857,332796,330996,329414,327888,326379,325436,325094,324935,323530,321458,320315,320133,321232,321731,321405,321025,320522,319845,320106,319458,319777,319920,320912,320228,318456,316573,315269,314920,313478,312537,310344,309959,310333,310935,309763,309205,309386,311413,313250,314258,315785,316737,318110,318787,318771,319952,321753,323962,325415,325074,325222,325777,327608,331538,334895,338551,341155,344131,347674,351618,356107,360220,364433,368246,371745,372385,375418,378208,382977,385143,387127,388732,390915,393261,394684,396656,398744,402120,403381,404997,406570,409795,412392,413289,413819,416104,419657,422353,423629,425270,427841,430491,432069,433317,434829,439562,443809,447648,449412,451130,453295,455142,456491,456895,456945,457714,458945,457275,455543,452128,451817,453057,455359,456384,456849,457588,460573,462433,463855,464485,464845,465398,464821,464090,463421,466324,470969,476050,477891,480505,484609,489868,496354,503299,511327,517793,523880,528031,531568,535465,541460,547770,553506,559822,565824,572310,578484,586375,594984,604154
Condominium and Co-operative Homes,30.494623,-97.75687,-10882244.989944242,3567288.785436363,2661,78717,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208184,208217,209448,211430,214888,217029,218662,219410,220884,222014,222450,221980,222078,223811,225944,227866,227752,228974,230805,233405,235166,236890,239011,241571,242993,243752,242669,242639,242749,244157,245707,247334,248064,248980,250935,253844,256878,258511,260027,259277,257385,253982,250368,248341,247425,247414,246135,244727,243178,242592,241579,240738,239646,240258,241523,242580,242223,241545,240579,240059,239709,239959,239421,238984,239591,240163,239378,237114,235127,233061,231661,228869,226393,223250,221902,221449,220530,218701,217752,217859,218537,218276,218176,218653,219424,220203,220764,220649,220709,220892,220459,220074,219717,220824,221617,222809,225053,226749,227808,228131,229100,230915,233268,235135,236533,237839,239388,241053,240530,241672,243260,246362,248483,250085,251518,253582,255414,256398,257546,258619,260738,261597,262715,263790,265589,267160,268289,268561,269807,271581,273131,274269,275571,277561,279065,279951,280009,280328,281901,284231,286488,288061,289431,290600,291451,291979,292541,292788,294035,295307,295554,295109,293738,294064,295187,296805,296928,296098,295695,296730,297500,298336,298944,299600,300505,301152,301214,300953,301936,304379,306428,306757,307046,307642,309003,310948,312533,311710,310050,309324,311310,313091,314894,316744,318870,320989,323041,324964,327506,332055,337747,343126,346396
Single-family Residences,30.494623,-97.75687,-10882244.989944242,3567288.785436363,2661,78717,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228332,227042,226985,227483,229183,230284,230634,230869,232214,233868,235547,236435,237481,240464,243352,245051,244866,246043,247953,250600,251897,253267,254490,256265,257565,257592,257694,257808,258571,258658,259771,260077,260134,259617,259456,260490,261789,263615,264517,265335,266115,267066,267691,268545,269594,270250,270965,271286,272088,271883,271882,271837,272263,272848,272606,272112,271055,270726,269604,268807,267150,266175,265441,264795,264319,262827,261904,260879,259993,258776,258549,258731,259924,260808,261233,261222,260837,261100,261972,262102,262327,262264,263235,262819,261532,259367,257876,257290,256315,255225,252900,252128,252748,253721,252717,252321,252237,254276,255601,256466,257383,258403,260235,261773,262065,262727,264077,265790,267458,267395,268023,268558,270117,273103,275442,277595,278827,280734,283144,285997,289132,292347,295339,298210,300829,301462,303945,306775,311194,313866,316041,317859,319825,321710,323157,325387,327982,331051,332221,333195,334807,337392,339548,340233,340671,342852,346059,348268,349595,351425,354316,356762,357948,358922,360486,364243,367990,371029,372583,374083,375227,376002,376633,377333,378139,379583,381156,381665,381111,379502,379648,381439,383732,385034,385142,385861,387440,388294,389164,388796,389278,389646,391286,392323,393352,395150,398111,400622,400542,400962,402546,405642,408947,411856,411670,410761,410513,413346,415827,418531,422419,426570,430158,433730,437341,442053,448802,456673,464525,470343
Two Bedrooms,30.354234,-97.64679,-10869990.940397717,3549165.0723931724,5338,78754,TX,Austin,Austin-Round Rock,Travis County,117083,116271,116091,115603,115473,116096,116556,116910,116611,116738,117223,117767,118109,119736,121227,123138,124172,124074,123918,124238,125506,126540,126774,127161,127030,125656,124189,122979,122664,122498,122572,122400,122225,121831,121945,121751,122717,123794,124431,123277,122447,122136,123084,123826,125009,125430,126123,126665,127457,127900,128726,130174,131276,131982,131797,131793,131472,131997,131148,130599,129318,129351,129278,129015,128372,127636,127095,127484,128298,128955,129622,130094,130086,129529,128600,128951,129619,130719,131079,130640,129387,128333,127506,127139,127729,128549,129890,129900,130125,129722,129958,130178,130270,130434,131477,132448,133110,132882,133111,133633,133852,134308,134924,135527,136571,137022,137316,137273,137348,137980,138007,138412,138595,138895,138790,139063,139562,139831,139757,139956,140587,141284,141742,142018,142776,143470,144051,143940,144080,144597,145688,146829,147721,148206,148305,148995,149182,150001,150383,151401,151905,153479,154289,153713,151659,149926,149871,149403,149004,147171,145925,144658,144021,142062,139668,138342,138156,137773,135932,133853,132661,132435,132556,132482,131934,132309,133219,133756,133616,133299,134037,134730,134688,134175,133758,133127,132165,130225,128347,126802,125583,124509,122921,121261,119807,118562,117331,115469,113142,110617,108879,107099,106425,106213,106944,107348,107516,107106,106046,106626,108144,111194,112703,115323,116791,118150,117533,117588,117770,118743,120525,121485,122841,123226,124681,125014,125371,125695,127082,128867,130521,132889,134664,136636,137421,138182,139170,140218,142257,144082,146030,147587,148733,149536,150325,151488,153171,154878,155506,155965,155905,156227,157057,157078,158531,159787,162386,163751,164233,164505,166068,168577,171007,172847,174069,176368,178299,178588,177210,175272,176302,177545,179445,179827,180363,181565,183449,185260,186265,188187,190681,194223,195848,198754,199366,201064,201418,202813,202019,200592,199808,201150,202717,204225,205100,205259,205221,205916,207687,209398,212222,215466,218848,220627,222456,224161,227007,229985,234422,238262,242142
Three Bedrooms,30.354234,-97.64679,-10869990.940397717,3549165.0723931724,5338,78754,TX,Austin,Austin-Round Rock,Travis County,134447,134134,133982,133455,133033,132738,132746,133006,133133,133404,133689,134023,134318,134666,134986,135660,136284,136840,136749,136359,136162,136000,135943,135892,135849,135727,135502,135141,134858,134579,134779,134916,135211,135310,135426,135600,135986,136729,137619,138427,139129,139794,140668,141927,143148,144289,145307,146194,147061,147747,148176,148646,149120,149842,150201,150622,150943,151604,152192,153094,153648,154229,154836,155896,156994,158015,158797,159408,159682,159880,160078,160203,160708,160775,160976,160671,160488,160354,160373,160352,160858,161328,161836,161830,161689,161886,162109,162343,162464,162071,161735,161323,160455,159596,158949,159035,159035,159226,159707,160104,160325,160496,161148,161842,163142,164181,164934,164875,164772,164524,164264,164398,164888,166085,166853,167555,167926,168508,169306,170625,172320,174013,175051,175622,175731,175454,174810,174432,174248,174504,174910,175409,175771,176283,176734,177352,178267,179907,182154,184450,186302,187432,187912,188164,187981,187299,187018,186820,186401,184869,183219,181511,180055,178639,176914,175167,173908,173046,172329,171349,170800,170561,170409,169906,169662,169578,170611,171400,171741,171470,170828,170476,170278,170134,169450,168570,167485,166770,165424,164155,162746,161827,161263,160582,159211,157786,157004,157125,156941,156254,155641,155422,155834,156520,156972,157206,157633,158272,158627,158673,159189,159885,160510,161408,162194,162995,163805,165356,167124,169021,170840,172294,173565,174953,176780,178031,179142,179941,181213,182451,183846,184850,185700,186687,187872,189096,190356,191584,192941,194525,195958,196888,197662,198923,200836,203117,204953,206390,207294,208925,211156,212968,214406,215561,217054,218390,219911,220682,221792,223183,225221,226744,227085,227907,229146,231192,232538,233373,233556,234326,235549,237016,238308,239192,240176,240876,241549,241812,242601,244140,245698,247229,247509,247968,247593,248049,248890,250538,251244,251844,252151,253223,254160,254922,255700,256150,256567,257496,259070,260797,262938,265182,267784,269783,272270,275066,278669,282713,287597,292102,296272
Four Bedrooms,30.354234,-97.64679,-10869990.940397717,3549165.0723931724,5338,78754,TX,Austin,Austin-Round Rock,Travis County,173232,172688,172194,171770,171733,172196,171981,171654,171103,170965,171132,171470,171995,172528,173289,173538,173575,173184,173462,173812,174298,174639,174892,174969,174739,174520,174098,173684,173358,173096,173403,173664,174335,174632,174720,174839,175010,176132,178042,180272,181547,182103,182770,184474,186449,188025,189085,190021,191412,192199,192322,191915,192194,193287,193495,192886,191087,190482,190623,191629,191802,192004,191558,192144,191982,191742,191130,191142,191936,192471,192583,191992,191905,191643,192802,193219,194491,195654,197321,198225,198702,198710,198629,198444,198387,198191,197567,196384,195787,194359,193854,193115,192581,192033,191427,191279,191092,192069,192899,194480,194643,194728,194195,194707,196783,198606,200899,202034,202955,202380,202059,201794,202764,205176,207067,207949,206202,205078,204101,204552,204976,206344,206959,207516,206831,206284,206041,206034,206891,207842,208768,209386,210357,211163,211989,212377,213260,213784,214722,216059,217740,218709,219304,219472,219373,218269,217478,216634,216027,214339,212169,210025,208105,206406,204055,201600,199241,198003,196957,196278,195632,195731,196119,195569,194232,193133,193351,194147,194254,193788,192929,192029,191356,190766,190061,189340,189065,188846,188422,187607,186847,186030,185415,184960,184043,182647,181334,181434,181988,182339,181575,180768,181001,181939,182932,183526,184369,185352,186110,186486,186687,186891,187508,188707,189585,190376,191168,192852,194256,195729,197198,198145,199185,200576,202807,204288,205223,205858,206887,207907,209428,211237,212836,214246,215382,216477,217481,218682,220518,222560,224377,225278,226318,227647,230092,232994,235521,237207,238132,239777,242013,243670,245020,246383,247718,248586,248978,249219,249846,251093,253237,254836,255240,256059,257467,259544,260863,261719,262149,262837,264116,265883,267289,268172,268759,269182,269262,268866,269250,270875,272928,274718,274798,274938,274109,274726,275657,277594,278308,279164,279590,280560,281291,281858,282632,282482,282721,283135,285096,287099,289907,292494,295525,297949,300766,304128,308427,313745,319770,325498,330363
Five Bedrooms And More,30.354234,-97.64679,-10869990.940397717,3549165.0723931724,5338,78754,TX,Austin,Austin-Round Rock,Travis County,170819,169967,169273,168159,167912,168439,168323,167324,166709,166885,167592,167095,166566,166212,166974,167300,167417,166792,167567,168936,168858,168185,167378,168829,169788,170797,170809,171625,170970,169622,167543,167077,168584,169655,169585,167992,167382,167970,168332,168646,169263,171094,173131,174228,174714,174797,175803,178434,181045,181787,181788,180853,180518,179440,178099,176807,175155,174811,174265,173947,173251,173360,173559,174294,174809,175032,175707,177105,179561,180187,179621,178165,178820,180505,182912,184416,186159,189701,194033,198554,200502,203924,208705,214321,215975,215844,215188,215528,215090,213065,209613,204066,201889,201178,201770,200187,199101,198778,199381,200548,201802,202485,203356,205108,206449,206046,205845,206387,208829,210633,211775,213272,214956,217779,220476,224743,227021,229039,228133,228203,227143,227187,227208,226471,225887,224820,223762,221155,220111,220060,220535,220519,220833,221905,222808,223323,223320,224100,225433,227550,228656,228984,231505,234506,237614,237185,236534,235437,235043,233374,231557,229387,227456,226013,222014,217652,212510,210280,208696,208321,207891,208092,208130,207970,207209,206197,206628,207775,208680,208757,207866,206257,204669,203619,203512,202841,203311,203525,203768,202910,202335,201762,201837,201704,201341,199949,198392,197887,196988,196355,195092,193867,193982,194452,195769,197139,198922,200716,201281,202025,202914,203767,204286,205742,206740,207833,208321,210046,211280,212892,214451,215239,216356,218001,220725,222770,223770,224673,225188,225499,226302,227548,229547,231162,232176,232688,233331,234387,236571,239224,241686,243169,244552,246273,249257,253072,256814,259813,261941,264686,267421,268943,270908,273279,276254,278006,278034,277520,277670,279018,281123,282179,282354,283120,284791,287021,288211,289227,290164,291719,293113,294843,296182,297133,297768,298640,298316,297313,296388,297664,299609,301712,302148,302606,301886,303169,304684,307184,308621,310140,311487,312032,312150,311694,311917,311519,311299,310971,312571,314487,317533,319995,323092,326106,329470,333398,338017,343448,349905,356030,361026
Condominium and Co-operative Homes,30.354234,-97.64679,-10869990.940397717,3549165.0723931724,5338,78754,TX,Austin,Austin-Round Rock,Travis County,111244,110472,109752,109092,108854,109342,109170,108754,108418,108641,109046,109113,108808,109315,110739,111856,112482,112230,112509,112965,113080,113431,113817,115006,115942,116613,116765,117363,118037,118572,119941,122116,124919,126114,126706,126854,128378,129427,129465,127724,126644,126391,126961,127043,127496,128123,129517,130933,132646,133557,135181,137897,139232,141162,140516,140522,138843,138068,136929,135766,134811,135178,135254,133256,131535,129895,130653,132157,134911,136822,137603,138382,138233,137972,137049,138774,140895,141618,140240,137610,135698,135407,136022,135869,134579,132958,132999,132845,133499,134828,137185,139066,139002,138068,137199,137503,139141,140684,142052,143080,143114,143695,143497,144225,144849,145655,146743,147583,147947,149025,149780,150170,150087,149576,150463,151105,152835,153578,154019,154239,155117,155826,156356,156899,158113,158597,158114,157502,157625,158435,159383,160240,161385,162496,163100,163672,163579,164887,166477,168482,169385,170866,172248,173519,172808,171049,170358,170122,170808,169936,169324,168787,168783,167749,165879,164452,164241,164958,164656,164283,163813,164007,163738,162438,161022,160583,162421,164023,165257,165356,165761,166127,167116,168673,170464,171285,171043,169510,166625,164705,163041,162707,161483,160741,159284,156970,154095,153304,153764,154706,154637,153461,153093,152752,154066,153996,153529,152529,152186,152848,154072,156076,157519,159712,161369,162694,163257,164413,166191,169350,172817,173972,173926,173414,176237,178464,180134,181676,183363,185909,187721,189845,191420,193907,195915,198293,198889,199890,201217,203137,205750,208258,211991,214432,217478,218796,221184,221880,223165,225005,227441,229249,229398,229389,229008,229514,229680,231595,233554,237038,239816,240912,241625,242571,244268,245541,246047,246013,245277,243711,242973,242243,241964,242074,241360,241163,240260,239395,238295,238799,239392,240868,239693,238770,237035,238183,240733,241885,241381,240805,242421,243857,245492,246360,247536,248197,249109,248018,247589,248388,251987,254932,256881,258665,260816,263670,267965,273080,278973,285650,291855
