HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Four Bedrooms,32.912225,-96.73688,-10768700.222530011,3883659.0872609126,84,75243,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,160072,160669,161237,162006,162647,163175,163660,163912,163873,163987,164219,164719,165126,165396,165709,166572,167208,167761,168340,169516,170801,171995,172668,172957,172864,172603,171881,170921,170689,170739,170820,170492,170946,170633,170802,170622,171640,172734,173973,174920,175688,176523,177194,177506,176703,177125,177409,178367,178282,178613,178696,178891,178333,178233,178576,179337,180591,181241,181909,182397,182578,182195,182519,183286,184701,184817,184474,184157,183616,183306,183098,183215,183570,183883,183688,183680,183869,184686,185649,186565,187863,188618,189183,189510,189555,189467,188960,188745,188703,189142,189258,189342,189200,189677,190388,191551,193602,196740,200350,202647,204047,204586,206242,207683,209130,210216,211208,211758,212568,211882,211649,211168,211378,212221,212349,213205,214300,215063,215794,215430,215329,216844,218060,219379,219802,219991,219710,218683,217434,217638,217994,219474,219958,219312,218546,218424,218782,219158,219354,220378,221771,222440,223187,223420,223141,221444,220006,218814,218729,218679,219956,221320,221861,221274,218650,217038,216182,218062,219602,221178,221943,222337,222207,221159,220926,221353,223818,224816,225403,224465,223875,223591,223551,223782,222717,221729,220021,218790,217079,217000,217369,217600,216856,215294,213471,211991,211264,211061,211026,210974,210876,209950,209296,210274,212023,213418,214102,214468,215744,216544,217769,218529,219920,221447,223166,223670,224520,226110,228486,230773,232241,233181,234279,235890,237888,239920,241713,244099,246316,248146,250375,253061,256481,260627,264434,267528,270209,272994,275866,278237,281146,284838,288493,292077,295176,299915,304838,310581,314916,318836,321171,323297,325284,328501,331873,335577,339466,341413,343062,344817,348115,350981,352493,354179,355740,358047,360315,361815,362576,361869,362970,364245,366488,368528,372492,376938,380192,382068,383177,384564,386032,389150,388812,388949,388143,390627,392959,394739,396806,397798,398623,399028,399553,400012,401311,399878,398965,397087,398239,399132,400612,401954,403962,406375,408801,410846,413613,418359,423104,427306,429107
Five Bedrooms And More,32.912225,-96.73688,-10768700.222530011,3883659.0872609126,84,75243,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,215964,216773,217495,218613,219450,220165,220870,221028,220868,221027,221459,221996,222294,222470,222786,223382,224034,224791,225413,226792,228120,229251,229638,229979,230387,230541,229817,228276,227303,226368,225832,225351,225856,225478,225499,224848,224713,224663,225213,227484,229581,231358,232347,232625,231985,232052,232179,233273,234091,235263,236300,236302,235012,234631,234727,236093,237523,239455,240902,241968,241945,240924,240825,241433,243845,244105,243825,243139,242320,240975,239763,238873,239019,239429,239526,239329,239004,239945,241301,242464,244012,245435,246900,248624,249372,249575,248053,246687,245402,244816,244954,245641,246926,248156,249273,250240,252258,256470,261642,267143,271456,275066,278372,280653,282230,283726,285481,286876,289267,289196,290508,289792,289944,290070,289588,290019,290243,290360,291179,290903,290630,292084,292990,294291,294606,294720,294499,293385,292661,293919,294935,297516,298503,298487,297553,297049,296806,297114,297653,300313,302945,304214,305062,304899,304042,300838,298714,298037,299589,301172,303310,304614,304671,304056,300431,298344,297106,300140,302208,304325,305044,304960,305018,303304,303691,303646,306879,308107,309165,308248,307926,307432,306868,306597,304688,304241,302316,301690,300344,300907,302805,303740,303696,301468,299704,298466,298516,297743,297304,296776,296744,295594,295026,297086,299848,302153,302898,303569,305576,308069,310755,312062,313733,315940,317334,316876,316549,318826,321846,324592,327815,330790,334164,336723,339389,341811,343783,346682,350454,353051,356160,359086,357943,359252,360006,364928,367193,369428,371547,372947,373882,376088,378918,382630,387125,389353,391433,392550,395569,399252,401468,403796,406126,409771,413373,416740,422165,425047,428101,429651,433964,436644,438361,440239,442189,444366,446343,446889,446589,446355,449309,453006,456160,458246,462515,466764,470176,471845,472401,474050,474670,477778,475240,474545,472201,475512,477600,479992,481793,483643,486103,488302,490420,492057,494254,493085,491791,489293,490242,490649,492188,493073,494318,495722,497949,499482,502816,507926,514302,519527,522687
Condominium and Co-operative Homes,32.912225,-96.73688,-10768700.222530011,3883659.0872609126,84,75243,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53599,52698,52171,50937,50032,49444,49320,49193,48739,48004,47574,47616,47644,47906,47747,47885,47923,47401,46487,45380,45124,45161,44970,44321,43691,43203,42855,42456,41959,41929,41727,41764,41349,41257,41144,40993,40950,40749,41015,41145,40979,40606,40347,40572,40740,40723,40567,40306,39903,39383,38876,38352,38333,38520,38949,38979,39143,39099,39233,39401,39850,40555,40890,41263,41540,42150,42718,42913,42809,42757,42994,43252,43496,43763,44183,44220,44026,43560,43044,43186,43629,44452,44746,45120,45268,45239,45227,45731,46392,46957,47361,47818,48140,48388,48851,49476,50033,50601,51299,52192,53124,54018,55310,55955,56841,57343,58272,59029,60064,61336,62661,63706,64709,66026,67190,68375,69838,71762,73656,75383,76847,78368,79667,80840,81867,82195,82155,82622,82055,81071,79947,80097,80870,81594,82086,82390,82418,83550,85426,87589,89397,91524,93176,93714,93933,93998,95006,96025,97411,98177,98575,98497,99263,99961,101163,102694,104223
Single-family Residences,32.912225,-96.73688,-10768700.222530011,3883659.0872609126,84,75243,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,136834,136903,137062,137151,137402,137508,137684,137712,137703,137989,138318,138796,138881,138955,138974,139582,139903,140426,140761,141426,142112,142616,142935,143111,143461,143798,143967,143670,143670,143592,143785,143783,144196,143951,143999,143782,144528,145447,146585,147495,148082,148890,149494,150167,149963,150685,151256,152352,152636,153045,153130,153409,153399,153587,153989,154535,155596,156195,156702,157002,157095,156645,156594,156865,157752,157885,157763,157617,157289,157256,157445,157865,158297,158633,158811,158960,159264,159827,160754,161691,162897,163579,163946,164101,163954,163832,163440,163453,163507,164076,164217,164319,164244,164516,164934,165664,167414,170394,173597,175688,176560,176695,177550,178382,179180,180070,181249,182248,183050,182215,181691,181164,181765,182778,183229,183885,184439,184412,184326,183846,183916,185183,186057,186940,187035,187036,186686,186085,185864,186875,187799,188667,188614,187801,187446,187520,188055,188502,189057,190010,190983,191246,191539,191662,191323,189905,188454,187222,186785,186471,186850,186851,186110,184844,182566,181320,180816,182336,183506,184585,185089,185240,185273,185215,186097,187139,189168,189969,190240,189514,189056,188949,188752,188810,187788,186653,184614,183170,181732,181646,181906,181812,180814,179348,177833,176521,175736,175732,176173,176388,176048,174963,174218,174909,176407,177418,177763,177991,179233,180149,180993,181401,182335,183407,184643,184775,185093,185852,187529,189230,191139,192642,194353,195539,196773,197887,198727,200096,201317,202297,203276,204199,203204,203399,203709,205948,207397,209007,211001,212684,214604,216881,218972,221268,224054,226091,227704,228947,231170,233487,234578,235557,236368,238264,240567,243355,246647,249045,251683,254081,257021,259214,260063,260943,262139,264402,266687,268149,269221,269603,271165,273028,275299,277681,281167,284944,287697,289179,290539,292064,294153,297189,297748,298665,298666,300992,303335,305420,307739,308674,309345,309740,310091,310428,311222,308887,306917,304017,305012,305770,307113,308238,309740,311596,313281,314676,316709,321005,325541,329886,331215
One Bedroom,32.825227,-96.67955,-10762318.276122833,3872128.681601619,203,75228,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42179,42441,42639,42732,42581,42540,42643,42975,43379,43695,43563,43223,43099,43093,43248,43897,44758,44781,44100,42945,42045,41473,41574,42176,42441,42245,41343,40139,39283,39548,40496,41514,41790,41761,41809,41614,41545,41680,42135,42536,42532,42180,42149,42599,43836,44802,45086,44889,44623,44497,44944,45821,46499,47107,46864,46443,45556,45231,45384,46177,46986,47475,47204,46309,46144,45764,45992,45570,45478,45044,44754,44528,44592,44505,44228,43962,43399,43302,43115,43533,43989,44421,44312,43744,43246,43542,44444,45383,45893,46307,46607,46757,46439,46413,46861,47152,46955,46421,45944,45812,46202,46363,46772,46733,47285,47540,47881,48233,48629,48717,49016,49480,49936,50476,50584,51290,51936,53085,54365,56022,58068,60165,62067,63713,65452,67089,68962,71039,72982,74894,76102,77395,78375,79809,81049,82452,83860,85434,86808,86750,86689,86174,87088,87899,89461,90396,91136,91334,92393,93843,96053,98788,101820,104791,106433,108243,109329,111545,114186,116819,118066,118689,119436,120627,121456,122439,124277,126709,129020,129857,129247,129655,129276,130095,129893,132015,133724,135707,136549,136862,137446,138635,140716,141997,144370,145877,147867,147523
Two Bedrooms,32.825227,-96.67955,-10762318.276122833,3872128.681601619,203,75228,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,41834,41812,41857,41950,42000,42027,42090,42287,42441,42538,42608,42757,42830,42921,42916,42962,43079,43229,43320,43245,43266,43434,43623,43711,43799,43910,44083,44108,44176,44246,44427,44577,44771,44765,44845,44830,45121,45472,45945,46462,46853,47231,47405,47636,47638,47936,48151,48655,48858,49161,49107,49078,49039,49187,49383,49591,49959,50241,50554,50771,51042,50912,51168,51436,51993,52224,52676,53169,53528,53775,53934,54158,54254,54561,54557,54661,54579,54780,54910,54929,54958,54918,54990,55150,55075,55062,54923,55000,55088,55228,55269,55493,55873,56451,56815,56896,57434,58315,59775,60682,61259,61313,61516,61530,61559,61520,61776,62072,62407,62085,61429,60742,60664,61089,61446,61707,61682,61519,61414,61305,61393,61643,61990,62349,62287,62199,61834,61733,61803,62148,62235,62180,61840,61616,61269,61136,61120,60883,60830,60797,60749,60436,60212,60192,60143,59711,59485,59045,58477,57686,57122,56563,56121,55755,55178,54766,54366,54555,54390,54436,54664,55366,55910,56303,56375,56240,56201,56007,55875,55381,55157,55141,55160,54965,54495,54032,53356,52922,52426,52308,51903,51719,51327,50948,50522,50137,49652,49062,49055,49337,50112,50475,50786,50886,51010,50978,50943,51036,51545,52123,52633,52971,52905,52805,52886,53088,53550,53871,53906,53566,53978,54795,55484,55513,55547,55899,56324,56912,57398,58008,59144,60743,61334,61673,62071,63425,64947,66141,67524,68785,70360,71944,73414,74694,76091,77269,78296,79213,80267,82012,84327,86820,89060,91127,93143,95450,97780,100318,103227,106060,108843,110474,110189,109698,109100,110028,110967,112038,112819,113835,115149,116537,117766,119438,122410,125950,130080,133225,136526,139236,142832,146228,148565,150202,151842,154606,157188,159196,160112,161600,163237,165507,166608,167581,168842,170874,172901,174172,175861,177660,180286,182028,183482,184615,186129,187631,189237,190421,191471,192213,192198
Three Bedrooms,32.825227,-96.67955,-10762318.276122833,3872128.681601619,203,75228,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,67670,67693,67795,67982,68226,68423,68524,68614,68703,68916,69174,69479,69545,69658,69676,69890,69966,70114,70384,70725,71102,71406,71627,71816,72185,72476,72787,72800,72986,73169,73427,73645,73879,73835,73832,73757,74139,74749,75514,76263,76865,77422,77848,78204,78441,79071,79738,80516,80819,81159,81251,81373,81454,81776,82190,82580,83009,83318,83639,83952,84223,84045,84156,84383,84796,84730,84647,84855,85132,85358,85472,85603,85795,86162,86365,86636,86932,87560,88295,88802,89206,89526,89917,90412,90524,90447,90194,90105,90270,90508,90667,90917,91259,91753,91924,91900,92363,93767,95553,96907,97285,97144,97073,97059,96980,97012,97620,98581,99632,99488,99099,98656,98970,99735,100375,100865,101320,101290,101262,100610,100248,100419,100734,100902,100840,100646,100417,100146,100118,100515,100489,100670,100575,100577,100490,100728,101061,101519,101691,101959,101997,102134,102577,102940,102773,101691,100698,99712,98956,98079,97755,97508,97047,96156,94779,93830,93429,94042,94622,95011,95177,95150,95064,94862,95148,95428,96065,96084,95733,95073,94425,94313,94115,94040,93475,92728,91638,90966,90461,90665,90881,90716,90268,89416,88671,88054,87564,87586,87611,87558,87216,86607,86363,86740,87379,87778,88091,88363,89194,89525,89856,89948,90261,90525,90730,90708,90750,91211,91694,92243,92860,93987,95351,96473,97356,98306,98373,98582,98670,99244,99688,100130,99682,99859,100038,101277,102268,103330,105334,107300,109390,111061,113237,115616,118356,119903,121408,122639,124732,126802,129312,131506,133907,136007,138330,140884,144008,147345,150752,153571,155966,157857,158267,159259,160266,162447,163925,164618,164890,164134,164158,164631,166523,168820,171414,173889,176035,177934,180674,183893,187103,191076,193000,195911,197455,200311,202717,204644,206285,207235,207919,208596,209262,210318,211789,210416,209123,207091,208065,208875,210292,211367,212432,213487,214676,215446,216841,219907,223426,226917,228442
Four Bedrooms,32.825227,-96.67955,-10762318.276122833,3872128.681601619,203,75228,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,89344,89466,89613,89838,90091,90330,90463,90529,90498,90616,90762,91086,91098,91084,90856,91047,91074,91179,91298,91625,92074,92511,92930,93136,93562,93848,94377,94402,94729,94832,95185,95414,95798,95711,95609,95434,95777,96519,97285,98046,98566,99327,99990,100469,100635,101243,101832,102542,102879,103304,103617,103821,103994,104370,104761,105259,105791,106320,106873,107231,107473,106971,106847,106866,107270,106968,106783,106688,106873,106967,107213,107604,107907,108464,108761,109254,109517,110232,110901,111709,112182,112465,112476,112853,112970,112932,112464,112324,112741,113673,114407,114985,115550,116361,116916,116895,117392,118925,121175,122724,123081,122168,121709,121346,121447,121465,122071,123099,124342,124388,124403,124138,124451,125400,125951,126492,126625,126662,126885,126546,126489,126978,127245,127685,128049,128434,128683,128660,128766,129034,128691,128727,128447,128255,127814,127551,127385,127365,127379,127684,128050,128468,129417,130007,129941,128627,127840,127249,126935,126355,126021,125921,125512,124670,122836,121535,120834,121527,122124,122487,122702,122691,122868,122505,122685,123054,124306,124822,124671,124074,123428,123570,123460,123585,122890,122047,120822,119963,119134,119162,119646,119938,119605,118326,117444,116797,116601,116816,116895,116717,115944,114984,114416,114612,115388,116168,116477,116511,116976,117372,117927,118268,119103,119766,120318,120249,120427,121007,121622,122388,123498,125069,126700,128017,129124,130457,130494,130844,130738,131252,131949,132959,132838,133309,133922,135931,137561,139063,141959,144775,147781,150298,153278,156269,159682,161875,164254,166061,168625,171177,174511,177538,180799,183600,186685,189933,193221,195931,198216,200433,203207,205775,205777,206138,206542,208908,210383,211154,211916,212410,213953,215988,218598,221510,224573,227994,230824,232756,235467,238374,241546,245287,247092,248755,248935,249934,251909,253673,255977,257306,258342,259063,259556,260143,261175,260407,259852,258799,260023,260829,261977,262965,264090,265606,267227,268612,270465,273774,277664,281662,283600
Five Bedrooms And More,32.825227,-96.67955,-10762318.276122833,3872128.681601619,203,75228,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,120958,121040,121446,121970,122624,122975,122741,122399,122041,122464,122661,122862,122595,122632,122138,122076,121597,121802,122587,123853,124941,125200,125679,125980,126746,127003,127890,128084,128803,128768,129124,128911,129179,128773,128493,128598,129262,130493,131044,131833,132187,133140,133811,134472,134742,135840,136890,137670,137831,138173,138939,139629,140419,141108,142008,142718,143560,144197,145013,145663,146374,146029,145846,145509,145335,144683,143940,143884,143792,143949,144019,144602,144675,145115,145129,145725,146487,147675,149076,150279,151530,152106,152188,152202,152335,152576,152551,152488,152683,153219,153286,153089,153074,153757,154479,154629,155184,156837,159199,161329,161892,161386,161297,161638,161709,161403,161782,162666,163897,163252,162993,162191,162681,163761,164817,165473,165875,165808,166207,165994,166551,168164,169378,170152,170360,170374,170081,169997,170609,172007,172909,174122,174284,173685,172521,172207,172408,173011,173207,173162,172581,172460,172264,172358,171882,170698,169703,168728,167976,167193,166776,166738,166322,164959,162342,159991,158584,159440,160673,161652,162117,161861,162143,162305,163625,164759,166919,167917,168101,167046,165883,165681,165541,165920,165270,164361,162467,161249,160161,160325,160465,160317,159326,157598,156149,154893,154014,153061,152331,151439,150421,149021,148571,149155,150658,151547,151886,151996,152570,153454,154311,155177,156127,156972,157626,157565,157730,158828,160281,161622,162570,164010,165687,167465,169047,170997,172679,174538,175783,176135,176560,177579,179769,183031,186278,189015,190679,191967,193464,195373,197609,200673,203983,207582,210242,210842,211422,212567,215601,218694,220789,221887,222928,225667,228949,232009,234513,235343,236534,238209,241271,243683,244645,246285,248598,251212,252849,253363,253864,255961,259142,262368,264485,267126,271276,275750,279191,281192,283886,286984,290227,294044,294834,295808,295576,297241,299441,301096,302842,303807,304303,305182,305788,306575,307943,307549,307465,306209,307047,307683,309296,310831,312694,314403,316294,317450,319446,322804,326908,331095,333244
Condominium and Co-operative Homes,32.825227,-96.67955,-10762318.276122833,3872128.681601619,203,75228,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92449,93949,94225,95174,95455,96554,98288,100198,101947,102628,103100,103879,106158,107516,109071,109958,111283,111524,111178,111106,111105,111549,111684,111171,109079,107030,106273,107082,109160,110463,110455,108797,107771,108782,111230,113892,115631,117073,117741,117404,115927,115499,116733,119890,121736,122525,121742,121167,120501,120556,121392,123421,126281,128859,129825,128704,127185,125761,125310,125256,126630,127399,127778,127522,127212,125490,124503,124542,126877,128735,128727,127761,126287,126330,126637,126209,123907,122129,120978,121206,120972,121141,122535,124929,126414,126258,124426,123452,123634,124389,125521,126541,127175,127168,126795,126148,126210,126970,128944,130712,132495,133880,134623,134747
Single-family Residences,32.825227,-96.67955,-10762318.276122833,3872128.681601619,203,75228,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,66908,66933,67030,67209,67439,67634,67753,67871,67975,68185,68427,68723,68794,68905,68923,69136,69219,69360,69586,69872,70210,70507,70736,70917,71255,71532,71841,71861,72047,72217,72483,72696,72939,72897,72908,72841,73228,73823,74563,75290,75873,76441,76871,77244,77459,78057,78679,79450,79763,80124,80212,80325,80402,80695,81062,81402,81825,82141,82469,82755,83008,82808,82931,83158,83585,83542,83521,83778,84072,84305,84433,84594,84787,85161,85346,85608,85871,86481,87187,87701,88116,88431,88802,89285,89399,89364,89145,89100,89279,89531,89680,89898,90208,90694,90878,90858,91328,92685,94446,95768,96174,96019,95966,95951,95932,95980,96579,97478,98487,98320,97935,97463,97756,98520,99154,99645,100038,100014,100018,99463,99168,99388,99700,99904,99824,99652,99394,99132,99077,99445,99382,99504,99338,99276,99139,99302,99599,99967,100125,100334,100365,100434,100823,101136,100988,99963,99056,98120,97379,96511,96190,95938,95509,94668,93338,92424,92021,92621,93141,93547,93720,93753,93692,93595,93909,94223,94850,94887,94572,93918,93323,93238,93127,93106,92582,91834,90765,90115,89614,89783,89972,89842,89381,88468,87646,86977,86432,86343,86274,86162,85829,85254,85012,85320,85900,86262,86525,86727,87506,87833,88157,88222,88507,88741,88907,88866,88903,89345,89783,90249,90821,91896,93192,94233,95036,95916,95900,96016,96030,96595,97121,97663,97321,97540,97784,99075,100133,101235,103287,105295,107436,109135,111259,113582,116234,117755,119232,120425,122445,124465,127011,129328,131797,133933,136304,138966,142174,145587,149033,151903,154368,156289,156618,157396,158223,160298,161733,162378,162604,161913,162035,162672,164580,166907,169574,172260,174653,176716,179506,182705,185961,189865,191665,194331,195784,198623,201035,202966,204519,205481,206190,206988,207669,208726,210251,209049,207917,205940,206939,207738,209209,210261,211337,212358,213550,214358,215756,218770,222180,225588,227014
