HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Four Bedrooms,29.518413,-98.60869,-10977069.158591768,3441795.318694165,153,78240,TX,San Antonio,San Antonio-New Braunfels,Bexar County,123609,123606,123601,123580,123464,123304,123177,123241,123384,123492,123548,123651,123497,123340,123105,123191,123205,123237,123304,123401,123530,123748,123912,123989,124545,125131,125762,125663,125816,126078,126323,126205,125898,125564,125489,125524,125439,125338,125404,126073,127069,128028,128751,129175,129585,130029,130466,130864,131088,131297,131437,131413,130439,129271,128327,128320,128444,128484,128396,128296,128293,128279,128177,127947,127901,127987,128063,127900,127699,127716,127861,128142,128232,128273,128410,128739,129415,130068,130711,131246,131758,132238,132741,132967,133015,132757,132749,132746,132855,132957,133277,133807,134096,134353,134314,134881,136164,138163,139666,140991,141955,143137,144098,144536,145265,145707,146712,147214,147476,147488,147638,148073,148506,148691,148734,149120,149732,150486,150660,150675,150882,151442,152471,153328,153899,154469,154976,155795,156492,157613,159206,160865,162040,162433,162336,162111,162780,163860,165407,166228,166763,166680,166221,165944,165466,165310,164964,165094,164900,164508,163660,163076,162596,162492,162414,162254,162121,161837,161680,161221,160713,160112,159685,159114,158611,158235,158160,158110,158281,158607,158948,159246,159343,159469,159529,159815,160007,159603,158781,158150,157589,156779,156009,155329,154917,154181,153872,153575,153498,153418,153545,153382,153203,153501,154136,154814,155373,155946,156023,155825,155443,155747,156452,157369,158217,158647,158914,159173,159465,160402,161622,163441,165158,166419,166968,167306,167964,168955,170023,170873,172005,172583,173149,173067,173392,173910,175080,176363,177198,178244,179042,180011,180419,181280,182492,184184,185750,187297,188085,188865,189544,189843,190398,191553,193236,194409,194757,194973,195244,195418,196218,197370,199341,201199,202494,202987,203192,203783,204685,205666,206585,207563,208572,208924,208866,208855,209855,211076,212449,213652,214714,215540,215676,216136,216452,217839,218825,220261,220634,221458,222086,222710,223234,223524,224191,224159,224612,224502,225114,224968,225563,225955,226595,227405,228471,229981,231722,234018,236182,238612,241002
Five Bedrooms And More,29.518413,-98.60869,-10977069.158591768,3441795.318694165,153,78240,TX,San Antonio,San Antonio-New Braunfels,Bexar County,177850,177391,177140,176814,176217,175534,174598,174192,174155,174629,174857,174869,174550,174691,174791,174444,174079,173603,173862,173822,173363,172076,171221,171012,171318,171397,171270,171261,171727,172764,173314,173438,173598,174173,174725,174742,174648,174164,174027,174268,175400,176377,177231,177718,178107,178436,178761,179407,180411,181788,183085,183764,182226,180324,178541,178076,177728,177231,176834,176272,175617,175016,174366,174234,174655,175519,176182,176450,176372,176480,176657,176874,176819,176582,176646,176499,176917,176787,177095,177317,178080,178854,179509,180183,180624,180637,180654,180586,180765,180992,181476,182340,182993,183438,183523,183987,185702,188222,190137,191914,193231,195558,197020,197826,198139,198447,199703,200503,200736,200729,201388,202748,204072,204250,204641,205120,206190,207591,208396,209232,209634,210324,211314,211543,211576,211697,212151,212824,214251,215655,216845,217527,218957,220216,220642,220910,221537,222849,224361,226032,226715,226940,227046,227938,227527,227147,226194,226156,225991,225990,225433,224490,223367,222665,222104,221422,220943,219976,219461,218846,218431,217771,217185,216545,215961,215622,215862,215852,216122,216305,216851,216887,216771,216153,215613,215657,216344,215965,214554,213195,212408,211831,210860,210192,209614,209432,209571,209242,208476,207894,208013,208224,207998,208198,209216,210176,211014,211118,210962,210699,210542,211310,212451,213567,214696,215233,215509,215838,216275,217689,219144,220604,221780,222518,223072,223716,224402,225616,226513,227403,228511,229267,230059,231192,232377,233700,234713,236131,237367,238875,240258,241621,242536,243974,245605,247710,250259,252825,254436,255098,255898,256107,256881,257924,259740,260599,260762,259853,259025,257994,258593,260256,262444,264527,265542,265985,265564,265970,267269,269076,270692,272071,273356,273395,273301,273163,274744,276570,279030,280746,281653,282178,282434,283507,284009,285716,286409,287888,287684,288212,288436,288983,289110,288980,288890,288268,288629,288274,289130,288786,289703,290057,290630,291335,292748,294638,296861,299361,301565,304212,306711
Condominium and Co-operative Homes,29.518413,-98.60869,-10977069.158591768,3441795.318694165,153,78240,TX,San Antonio,San Antonio-New Braunfels,Bexar County,84032,83834,83532,83258,83040,83020,82874,82914,82863,82923,82960,83120,83103,83093,83645,84190,84657,84576,84552,84435,84465,84565,84697,84709,85084,85426,85219,84485,83862,83877,84202,84453,84713,84638,84598,84621,84622,84882,84986,85443,85991,86412,86792,86922,87179,87546,87947,88062,87777,87363,87344,87404,87021,86621,86160,86087,85773,85527,85493,85778,86294,86511,86271,85743,85251,84737,84361,84063,83885,83773,83484,83276,82948,82897,83236,83715,84369,84920,85445,85924,86312,86583,86786,86938,86945,86743,86445,86461,86766,87171,87487,87624,87905,88213,88571,88924,89824,90920,91855,92465,92910,93713,94270,94783,95039,95751,96593,97373,97677,98085,98555,99168,99477,99138,99460,99885,100655,100555,100485,100435,100832,101503,102501,103366,104067,105244,106030,106936,107832,109170,110505,111966,113291,113959,114320,114704,115663,116347,117127,117920,118653,119260,119573,119574,119042,118754,118466,118581,118689,118978,119342,118949,118511,118120,118285,118464,118777,119238,119639,119818,119695,119730,119479,120181,120881,121662,121626,121492,121423,121060,120870,120555,120388,119821,119341,118772,117964,116989,116053,115431,115003,114432,113809,113149,112460,111813,111178,110407,109898,109476,109448,109384,109187,109248,109367,109584,109620,109529,109398,109324,109150,109165,109340,109550,109851,110076,110253,110233,110431,111005,111774,112609,113404,113954,113928,113784,113779,113916,114109,114350,114603,114529,114390,113867,113484,113284,113620,114200,114506,114960,115085,115413,115668,116427,117236,118166,119226,120219,120943,121267,121527,121717,122374,123397,124521,125033,125156,125237,125466,125682,126126,126993,128425,129563,130036,129727,129512,129736,130399,131201,131966,132592,133353,133164,132708,132119,132723,133548,134378,134931,135442,135998,135762,135774,135625,137015,138155,139543,139737,140198,140425,141017,141466,141969,142747,143358,143937,143838,143943,143868,144346,144749,145358,145811,146377,146916,147714,148628,149703,150807,152026
Single-family Residences,29.518413,-98.60869,-10977069.158591768,3441795.318694165,153,78240,TX,San Antonio,San Antonio-New Braunfels,Bexar County,107584,107565,107528,107518,107448,107349,107221,107266,107415,107546,107614,107739,107628,107530,107387,107501,107523,107591,107641,107705,107701,107783,107895,107899,108371,108800,109280,109121,109198,109299,109595,109626,109571,109452,109421,109499,109392,109406,109562,110116,110954,111773,112399,112656,112905,113190,113585,113942,114212,114404,114539,114637,113781,112734,111759,111688,111747,111739,111645,111579,111542,111490,111317,111056,111122,111360,111623,111580,111481,111518,111573,111672,111678,111717,111919,112230,112714,113144,113662,114197,114691,115123,115638,116019,116226,116122,116140,116230,116535,116858,117251,117754,118073,118421,118468,118949,120006,121530,122707,123784,124588,125626,126373,126828,127470,127934,128691,128982,129042,129140,129420,129817,129898,129623,129452,129485,129893,130354,130723,131033,131576,132297,133241,134010,134911,135927,136899,137979,138779,139687,140613,141819,142934,143556,143779,143977,144796,145899,147176,148014,148652,149252,149849,150310,150064,149783,149446,149489,149214,148843,148359,148002,147725,147448,147159,146820,146662,146505,146448,146190,145841,145394,144898,144399,143990,143855,143883,143941,144024,144207,144342,144554,144633,144738,144705,144825,144703,144133,143130,142396,141849,141265,140732,140046,139588,138791,138461,138049,138111,138016,138106,137697,137461,137517,137994,138574,138996,139403,139367,139245,138864,139028,139727,140776,141672,142036,142146,142180,142332,143087,144114,145628,146978,148071,148375,148534,148937,149744,150602,151361,152469,153111,153775,153799,154176,154672,155700,156821,157569,158646,159513,160484,160790,161506,162486,163910,165228,166522,167368,168216,168883,169086,169586,170681,172355,173610,174189,174534,174949,175327,176196,177370,179358,181269,182491,182924,183047,183527,184308,185213,186238,187194,188151,188282,188107,187974,188884,189943,191157,192167,193057,193938,194038,194465,194533,195883,196790,198228,198595,199570,200296,201206,201838,202253,202827,202928,203395,203362,203939,203888,204535,204896,205562,206291,207423,208884,210769,213076,215481,218051,220692
One Bedroom,29.569934,-98.61282,-10977528.908088744,3448387.791559587,382,78249,TX,San Antonio,San Antonio-New Braunfels,Bexar County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95772,95066,94545,93410,92293,91226,90070,89030,87738,86581,85778,85288,84847,83642,82415,81498,81425,81499,81801,82056,82577,83127,83639,83702,83551,84522,85479,86026,85372,84725,84035,83412,82795,82255,81014,79976,79422,79261,79489,79682,79848,79579,79435,79246,79816,80059,80926,81770,82277,82517,81301,80663,80463,80845,81270,81980,82321,82332,81573,81571,82088,82717,83661,83888,83700,83344,83292,83096,83105,83314,84363,84038,83190,81451,80943,80721,81052,81124,80933,81404,81998,82789,83324,84101,85532,87852,90042,91841,92986,93817,94770,94749,94403,94852,95542,96722,96924,96058,94723,93806,94138,95025,95619,96632,97620,97314,96520,95436,95166,95799,97244,98839,99529,99475,99604,99524,98510,98344,97977,99023,99594,100452,100300,100154,100437,101419,102525,103517,104396,104525,105110,106063,107388,107632,107514,106913,106157,105362,105136,105623,106673,107631,108524,108559,108490,109012,110261,111949,113856,115712,117146
Two Bedrooms,29.569934,-98.61282,-10977528.908088744,3448387.791559587,382,78249,TX,San Antonio,San Antonio-New Braunfels,Bexar County,76243,76232,76145,76000,75861,75871,75895,75903,76002,76150,76278,76311,76124,75948,75878,76065,76224,76170,76101,76110,76002,75871,75808,75963,76523,77062,77477,77557,77673,77813,78001,78228,78594,78939,79252,79382,79410,79455,79721,80101,80595,81154,81696,81968,81984,81990,82010,82217,82310,82421,82318,82214,81684,81211,80635,80404,80277,80276,80431,80528,80505,80388,80283,80205,80314,80314,80448,80396,80392,80351,80177,80031,80005,80109,80344,80501,80719,80956,81217,81663,81945,82200,82437,82774,82874,82616,82352,82354,82565,82772,82977,83112,83208,83341,83537,83875,84701,85997,87189,88026,88590,89219,89606,89927,90672,91481,92215,92350,92365,92344,92432,92893,93103,93304,93615,94295,94678,94891,95061,95608,96245,96964,97747,98221,98964,99798,100641,101149,101781,102500,103370,104387,105295,105823,106010,106181,106651,107019,107633,108240,108724,109143,109251,109079,108380,107795,107439,107577,107586,107530,107286,106958,106656,106208,106048,105956,106108,106044,105936,105495,104919,104506,103991,103273,102557,102242,102138,101875,101689,101761,101722,101652,101556,101271,101003,100966,100823,100378,99453,98951,98344,97745,97258,96884,96544,96147,95967,95776,95813,95724,95877,95613,95599,95722,96132,96426,96714,97014,97102,97202,97010,97185,97496,98046,98532,98703,98669,98552,98271,98335,98603,99517,100569,101406,101745,101899,102232,102638,103105,103547,104511,105165,105676,105173,105030,105087,105695,106311,106541,107191,107720,108413,108752,109274,110125,111225,111721,112144,112353,113032,113716,114076,114593,115553,116581,117430,117642,117990,118542,118943,119703,120369,121528,122553,123156,123182,123180,123422,124132,124909,126232,127713,128981,129544,129798,130222,131259,132482,133708,134715,135430,136242,136091,136220,136129,137330,138262,139537,140208,141143,141994,142786,143771,144409,145469,146022,146571,146451,146720,146787,147273,147475,147804,148314,148814,149587,150459,151629,153040,154576,156122
Three Bedrooms,29.569934,-98.61282,-10977528.908088744,3448387.791559587,382,78249,TX,San Antonio,San Antonio-New Braunfels,Bexar County,110125,109990,109897,109789,109710,109671,109693,109888,110187,110434,110627,110857,110881,110952,110973,111169,111242,111305,111251,111168,110970,110953,111034,111128,111660,112240,112876,112987,113203,113412,113753,113877,114012,114072,114127,114115,113837,113651,113641,114027,114693,115279,115792,116031,116300,116466,116738,117078,117491,117774,117911,117973,117207,116467,115703,115717,115686,115680,115544,115398,115197,115086,114861,114531,114510,114499,114580,114334,114162,114119,114182,114313,114351,114292,114471,114821,115327,115787,116261,116830,117256,117695,118201,118639,118840,118661,118602,118670,118973,119357,119831,120392,120852,121334,121508,121896,122927,124815,126257,127389,128054,128841,129383,129600,130262,130572,131253,131664,132033,132042,132293,132739,133192,133362,133536,134003,134342,135086,135655,136182,136698,137484,138556,139503,140317,141321,142432,143484,144538,145394,146378,147407,148335,148910,149164,149397,150405,151543,152855,153864,154594,155261,155643,156220,156174,156001,155550,155514,155170,154753,154141,153790,153517,153278,153043,152629,152467,152248,152258,151989,151539,150937,150408,149757,149297,149055,149212,149343,149381,149496,149408,149506,149519,149821,149836,149927,149737,149238,148236,147484,147115,146730,146499,145912,145687,144973,144785,144516,144647,144661,144860,144737,144481,144598,145195,146073,146699,147149,147207,147211,147054,147345,148046,148930,149934,150381,150573,150594,150670,151551,152587,154166,155486,156645,157086,157392,157752,158526,159227,159907,160877,161376,161790,161521,161812,162305,163496,164678,165475,166571,167490,168480,168793,169570,170768,172499,173736,174784,175198,175895,176554,176688,177163,178244,179944,181100,181566,181760,182171,182477,183360,184529,186488,188395,189537,189857,189970,190575,191590,192685,193876,195091,196288,196535,196384,196294,197472,198810,200323,201339,202265,203057,203255,203768,203948,205443,206470,208052,208369,209102,209589,210385,210964,211419,211958,212198,212690,212773,213482,213629,214486,215150,216063,217040,218305,219875,221807,223990,226321,228723,231174
Four Bedrooms,29.569934,-98.61282,-10977528.908088744,3448387.791559587,382,78249,TX,San Antonio,San Antonio-New Braunfels,Bexar County,136568,136479,136400,136259,136144,135934,135951,136108,136425,136601,136817,137184,137207,137184,137050,137305,137380,137663,137714,137859,137884,138084,138232,138226,138966,139763,140657,140780,141078,141373,141651,141687,141571,141567,141596,141561,141103,140874,140987,141562,142564,143365,143997,144089,144341,144619,145021,145585,146139,146428,146414,146395,145253,144061,142979,143006,143041,142896,142730,142481,142305,142179,141997,141646,141662,141726,141777,141503,141199,141214,141151,141200,141035,140949,141152,141557,142147,142619,143273,143891,144541,144958,145616,146076,146403,146120,145963,145922,146263,146823,147405,148187,148574,149041,149008,149611,150946,153252,154961,156271,157017,157936,158739,159236,160309,161233,162615,163343,163694,163763,164094,164877,165537,165848,165857,165904,165933,166127,166163,166035,166269,166813,168039,168817,169709,170673,171919,173064,174042,174909,176053,177522,179053,180083,180325,180644,181555,182811,184142,185622,187073,188567,189584,190615,190311,189853,189111,189064,188700,188204,187573,186867,186151,185457,184911,184280,184211,184059,184249,183941,183535,183012,182585,182170,181738,181532,181554,181554,181487,181593,181624,181745,181840,181976,181817,181704,181638,181113,180133,179320,178957,178579,178289,177863,177489,176739,176541,176411,176538,176583,176820,176840,176595,176737,177203,177990,178771,179480,179656,179664,179414,179801,180571,181509,182548,183028,183382,183466,183553,184462,185704,187491,189077,190285,190935,191442,192124,193118,194050,194901,196148,196805,197432,197261,197723,198349,199617,200825,201763,203122,204292,205504,205920,206936,208222,210014,211207,212448,212983,213782,214443,214597,215183,216487,218550,219938,220589,221070,221719,222020,222903,224349,226561,228651,229787,230032,229917,230178,230986,231903,233281,234813,236393,236650,236368,236146,237346,238739,240316,241581,242650,243592,243516,243766,243523,244776,245708,247310,247623,248510,249081,249778,250052,250217,250818,251051,251785,251628,252304,252155,253022,253453,254223,255150,256569,258284,260236,262487,264774,267523,270144
Five Bedrooms And More,29.569934,-98.61282,-10977528.908088744,3448387.791559587,382,78249,TX,San Antonio,San Antonio-New Braunfels,Bexar County,184875,184882,184880,184795,184393,183781,183199,183263,183867,184635,185052,185466,185443,185474,184952,185004,185372,185979,186657,186292,185727,184587,184463,184192,184741,184841,185613,185676,185965,186449,187232,188674,189427,190546,190722,191201,191475,192385,193684,194986,196530,197993,198278,197615,196698,196885,197580,198602,199342,199943,199992,199791,198016,195712,194366,194552,195496,195013,194518,193429,193075,192463,192046,191682,192199,193062,193774,193818,193406,193784,194234,195147,195388,195408,195488,195837,196473,196989,197251,197642,198056,198525,198858,199174,198986,198437,197795,197466,197397,197167,197481,197774,198732,199056,199218,199376,201046,204216,206953,209278,210611,212983,214758,216515,217521,218653,220208,221377,221990,221803,222055,222498,223526,223781,223756,223576,223495,224341,224560,225030,225583,226771,228490,229841,230505,231137,232107,233612,235442,236626,238247,240064,241991,242932,242758,242604,243577,245071,246953,248360,249370,249883,250130,250449,249127,247925,246517,246242,245573,244544,243212,241702,240389,239827,239230,238319,237722,237185,237337,237141,236701,235964,235101,234400,233866,233450,233698,233861,234530,235091,235251,234868,234785,234952,235002,235064,235285,234526,232851,231404,230633,229947,229363,228899,227963,227039,226594,226376,225994,225679,225826,225707,225214,225183,225936,226980,228535,229427,230016,229716,229395,229913,231095,232570,233930,234614,235021,235228,235445,236651,238160,241363,244052,246410,247281,248287,249403,250882,252090,253138,254356,255159,255754,254925,254726,254729,256088,257005,257593,258708,259684,260797,261254,262352,264034,265873,267446,268628,269030,269552,270143,270158,270641,271619,273310,274339,274296,274447,274567,274984,275836,277412,279615,281579,282545,282790,282505,282243,282364,282988,284103,285108,286038,285850,285451,284925,285748,286686,288051,289235,290396,291136,290994,290848,290435,291595,292245,293680,293942,295002,295684,296504,296877,296653,296551,296426,297301,297151,297867,297729,298625,298880,299467,300226,301464,303434,305826,308459,310676,313385,315989
Condominium and Co-operative Homes,29.569934,-98.61282,-10977528.908088744,3448387.791559587,382,78249,TX,San Antonio,San Antonio-New Braunfels,Bexar County,57966,57993,58010,58054,58030,58017,57971,58023,58120,58270,58426,58510,58377,58171,58072,58159,58260,58246,58248,58248,58278,58260,58222,58244,58693,59255,59653,59669,59788,60077,60418,60644,60883,61177,61474,61756,61864,61992,62162,62569,63089,63600,64106,64343,64170,63831,63580,63613,63560,63489,63365,63170,62509,61825,61257,61174,61333,61488,61656,61612,61575,61483,61541,61496,61646,61700,61684,61494,61319,61393,61266,61188,61084,61152,61213,61411,61526,61670,61791,62049,62176,62103,62155,62272,62305,61787,61244,60825,60980,61147,61505,61632,61900,62106,62408,62781,63430,64616,65643,66439,66574,66801,66722,66899,67536,68384,69047,69110,69133,69465,69964,70708,71274,71760,72048,72404,71766,71153,70674,71143,71781,72128,72644,73003,73453,73825,74445,75069,76433,77549,78724,79187,79611,79648,79464,79155,79762,80558,81762,82480,82979,83665,83979,84662,84592,84908,85145,85796,85949,86074,86100,86193,86131,85533,85271,85115,85592,85763,85720,85254,84741,84370,83575,82473,81242,80958,81049,80968,80588,80338,80213,80338,80440,80112,79932,80252,80852,81001,80428,80084,79514,79212,78909,78731,78224,77919,77733,77793,77944,77613,77474,76828,76767,76415,76653,76765,77212,77596,77785,77841,77543,77945,78580,79600,80109,80611,80617,80686,80280,80254,80541,81690,83041,84218,84636,84705,85200,85819,86612,87117,88615,89878,90849,89780,88692,87610,87660,87951,88320,88916,89495,90078,90221,90112,90372,91254,92238,92960,93259,93727,94180,94407,94552,94988,95380,95862,95780,95873,95925,96005,96490,96979,97439,97625,97625,97520,97802,98484,99671,100688,101798,103250,104374,105235,106080,107539,109176,110868,111650,112114,112100,113163,114059,115079,115727,116796,117569,118292,118615,118916,119413,120122,121108,121831,122630,123157,123404,123430,123887,124256,125049,125706,126600,127417,128191,128682,129210,129844,131003,132231,133319
Single-family Residences,29.569934,-98.61282,-10977528.908088744,3448387.791559587,382,78249,TX,San Antonio,San Antonio-New Braunfels,Bexar County,119385,119292,119238,119169,119107,119039,119067,119259,119567,119799,120016,120281,120302,120329,120296,120522,120658,120814,120830,120820,120718,120816,120914,120990,121566,122230,122925,123010,123202,123453,123791,123935,124017,124026,124099,124128,123896,123743,123794,124235,124942,125522,126028,126233,126468,126654,126948,127326,127730,127970,128080,128155,127377,126594,125827,125865,125919,125914,125793,125594,125392,125306,125099,124753,124724,124735,124822,124586,124365,124358,124395,124572,124588,124522,124723,125129,125719,126204,126723,127315,127839,128276,128858,129344,129641,129452,129301,129301,129576,129986,130431,130995,131400,131862,131929,132281,133306,135319,136933,138154,138850,139685,140336,140664,141440,141987,142935,143491,143908,143949,144250,144829,145366,145611,145838,146291,146609,147143,147493,147830,148248,148957,149952,150754,151536,152539,153646,154696,155740,156677,157804,159002,160108,160762,161087,161393,162381,163420,164609,165630,166468,167265,167723,168327,168187,167935,167395,167337,167024,166664,166124,165695,165319,164989,164718,164287,164143,163919,163922,163597,163117,162541,162069,161495,161005,160677,160727,160777,160821,161012,161025,161167,161166,161356,161252,161246,161081,160591,159600,158834,158368,157869,157521,156950,156691,155969,155755,155542,155665,155697,155848,155744,155530,155696,156274,157089,157748,158307,158450,158475,158298,158620,159389,160287,161283,161714,161945,162010,162106,163003,164090,165711,167115,168276,168776,169145,169638,170532,171361,172127,173187,173714,174175,173899,174188,174695,175902,177092,177886,179007,179973,181002,181351,182176,183394,185156,186453,187658,188151,188915,189568,189702,190152,191316,193118,194380,194917,195259,195791,196057,196906,198098,200155,202153,203383,203706,203770,204218,205128,206089,207235,208479,209758,210041,209890,209776,210932,212238,213750,214887,215926,216802,216953,217435,217602,219122,220168,221805,222177,223067,223655,224479,224969,225346,225881,226119,226705,226753,227433,227389,228156,228680,229488,230376,231638,233214,235142,237299,239506,241880,244311
